AMT_YTD_EXP_07~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Expense Generic Comp Code-07~~~~~~~~~~~~
AMT_YTD_EXP_08~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Expense Generic Comp Code-08~~~~~~~~~~~~
AMT_YTD_EXP_09~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Expense Generic Comp Code-09~~~~~~~~~~~~
AMT_YTD_EXP_10~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Expense Generic Comp Code-10~~~~~~~~~~~~
AMT_MTD_REV_01~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-01~~~~~~~~~~~~
AMT_YTD_REV_01~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-01~~~~~~~~~~~~
AMT_MTD_REV_02~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-02~~~~~~~~~~~~
AMT_YTD_REV_02~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-02~~~~~~~~~~~~
AMT_MTD_REV_03~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-03~~~~~~~~~~~~
AMT_YTD_REV_03~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-03~~~~~~~~~~~~
AMT_MTD_REV_04~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-04~~~~~~~~~~~~
AMT_YTD_REV_04~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-04~~~~~~~~~~~~
AMT_MTD_REV_05~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-05~~~~~~~~~~~~
AMT_YTD_REV_05~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-05~~~~~~~~~~~~
AMT_MTD_REV_06~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-06~~~~~~~~~~~~
AMT_YTD_REV_06~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-06~~~~~~~~~~~~
AMT_MTD_REV_07~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-07~~~~~~~~~~~~
AMT_YTD_REV_07~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-07~~~~~~~~~~~~
AMT_MTD_REV_08~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-08~~~~~~~~~~~~
AMT_YTD_REV_08~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-08~~~~~~~~~~~~
AMT_MTD_REV_09~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-09~~~~~~~~~~~~
AMT_YTD_REV_09~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-09~~~~~~~~~~~~
AMT_MTD_REV_10~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-10~~~~~~~~~~~~
AMT_YTD_REV_10~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-10~~~~~~~~~~~~
AMT_MTD_REV_11~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-11~~~~~~~~~~~~
AMT_YTD_REV_11~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-11~~~~~~~~~~~~
AMT_MTD_REV_12~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-12~~~~~~~~~~~~
AMT_YTD_REV_12~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-12~~~~~~~~~~~~
AMT_MTD_REV_13~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-13~~~~~~~~~~~~
AMT_YTD_REV_13~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-13~~~~~~~~~~~~
AMT_MTD_REV_14~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-14~~~~~~~~~~~~
AMT_YTD_REV_14~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-14~~~~~~~~~~~~
AMT_MTD_REV_15~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-15~~~~~~~~~~~~
AMT_YTD_REV_15~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-15~~~~~~~~~~~~
AMT_MTD_REV_16~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-16~~~~~~~~~~~~
AMT_YTD_REV_16~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-16~~~~~~~~~~~~
AMT_MTD_REV_17~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-17~~~~~~~~~~~~
AMT_YTD_REV_17~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-17~~~~~~~~~~~~
AMT_MTD_REV_18~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-18~~~~~~~~~~~~
AMT_YTD_REV_18~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-18~~~~~~~~~~~~
AMT_MTD_REV_19~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-19~~~~~~~~~~~~
AMT_YTD_REV_19~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-19~~~~~~~~~~~~
AMT_MTD_REV_20~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-20~~~~~~~~~~~~
AMT_YTD_REV_20~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-20~~~~~~~~~~~~
AMT_MTD_REV_21~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-21~~~~~~~~~~~~
AMT_YTD_REV_21~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-21~~~~~~~~~~~~
AMT_MTD_REV_22~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-22~~~~~~~~~~~~
AMT_YTD_REV_22~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-22~~~~~~~~~~~~
AMT_MTD_REV_23~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-23~~~~~~~~~~~~
AMT_YTD_REV_23~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-23~~~~~~~~~~~~
AMT_MTD_REV_24~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-24~~~~~~~~~~~~
AMT_YTD_REV_24~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-24~~~~~~~~~~~~
AMT_MTD_REV_25~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-25~~~~~~~~~~~~
AMT_YTD_REV_25~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-25~~~~~~~~~~~~
AMT_MTD_REV_26~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-26~~~~~~~~~~~~
AMT_YTD_REV_26~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-26~~~~~~~~~~~~
AMT_MTD_REV_27~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-27~~~~~~~~~~~~
AMT_YTD_REV_27~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-27~~~~~~~~~~~~
AMT_MTD_REV_28~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-28~~~~~~~~~~~~
AMT_YTD_REV_28~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-28~~~~~~~~~~~~
AMT_MTD_REV_29~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-29~~~~~~~~~~~~
AMT_YTD_REV_29~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-29~~~~~~~~~~~~
AMT_MTD_REV_30~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-30~~~~~~~~~~~~
AMT_YTD_REV_30~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-30~~~~~~~~~~~~
AMT_MTD_REV_31~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-31~~~~~~~~~~~~
AMT_YTD_REV_31~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-31~~~~~~~~~~~~
AMT_MTD_REV_32~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-32~~~~~~~~~~~~
AMT_YTD_REV_32~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-32~~~~~~~~~~~~
AMT_MTD_REV_33~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-33~~~~~~~~~~~~
AMT_YTD_REV_33~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-33~~~~~~~~~~~~
AMT_MTD_REV_34~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-31~~~~~~~~~~~~
AMT_YTD_REV_34~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-34~~~~~~~~~~~~
AMT_MTD_REV_35~1053~rmaMp~~0013~9~0018~9~~2~~~~~~MTD Revenue Comp Code-35~~~~~~~~~~~~
AMT_YTD_REV_35~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Revenue Comp Code-35~~~~~~~~~~~~
AMT_YTD_YTDEAR~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Earnings (`ytdear`)~~~~~~~~~~~~
AMT_GROSS_CEIEXP~1053~rmaMp~~0013~9~0018~9~~2~~~~~~Annual Faculty expense (gross `ceiexp`)~~~~~~~~~~~~
AMT_NET_YTDCEX~1053~rmaMp~~0013~9~0018~9~~2~~~~~~YTD Expense (net `ytdcex`)~~~~~~~~~~~~
AMT_YTD_TOTINC_END_OF_LAST_FISCAL_YEAR~1053~rmaMp~~0013~9~0018~9~~2~~~~~~Total Income at end of Last Fiscal Year(`totinc`)~~~~~~~~~~~~
TEXT_MISC~1053~rmaMp~~0001~250~0001~250~~~~~~~~Misellaneous text taken from `99` Notes in Payroll~~~~~~~~~~~~
REPORTED_IN_R140B_REPORT~1053~rmaMp~~0001~1~0001~1~~~~~~~~Set to `Y`es if doctor shows up in r140_b report~~~~~~~~~~~~
AFP_GOVERNANCE_GROUP~1053~rmaMp~~0001~4~0001~4~~~~~~~~AFP Governance Group Number~~~~~~~~~~~~
TOTAL_FLAG~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~valid values are `R`, `I`, `S` or `O`~~~~~~~~~~~~
NONRBP_FLAG~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~FLAG~
SOLO_FLAG~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~FLAG~
AFP_GROUP_PROCESS_FLAG~1053~rmaMp~~0001~1~0001~1~~~~~~~~AFP Group Process Flag - `R`eport only, update `E`arnings~~~~~~~~~~~~
DOC_AFP_PAYM_GROUP~1053~rmaMp~~0001~4~0001~4~~~~~~~~AFP Payment Group Number~~~~~~~~~~~~
DOC_AFP_PAYM_SOLO~1053~rmaMp~~0001~6~0001~6~~~~~~~~AFP Payment Solo Number~~~~~~~~~~~~
DOC_FISCAL_YR_START_MONTH~1053~rmaMp~~0013~2~0018~2~~~~~~~~Doctor fiscal year start month, valid month is 01 to 12~~~~~~~~~~~~
HAS_VALID_CURRENT_PAYROLL_RECORD~1053~rmaMp~~0001~1~0001~1~~~~~~~~set to Y if doctor has record in f112 file (91) screen~~~~~~~~~~~~
PAY_THIS_DOCTOR_OHIP_PREMIUM~1053~rmaMp~~0001~1~0001~1~~~~~~~~set to Y if ohip premium should pay to this doctor~~~~~~~~~~~~
DOC_GUARANTEE_PERCENTAGE~1053~rmaMp~~0013~3~0018~3~~~~~~~~Percentage doctor`s earnings are guaranteed~~~~~~~~~~~~
DOC_GUARANTEE_FLAG~1053~rmaMp~~0001~1~0001~1~~~~~~~~Indicates if the doctor`s earnings are guaranteed~~~~~~~~~~~~
FLAG_DISPLAY_HIDE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
EDT_PROCESS_DATE~1053~rmaMp~~~~~~~~~~~~~EDT Submission MOH assigned process date~~~~~~~~~~~Y2K_DATE~
EDT_HEALTH_NBR~1053~rmaMp~~0001~10~0001~10~~~~~~~~Patient`s Health Card Number as submitted via EDT~~~~~~~~~~~~
EDT_HEALTH_VERSION_CD~1053~rmaMp~~0001~2~0001~2~~~~~~~~Patient`s Health Card Version Code as submitted via EDT~~~~~~~~~~~~
EDT_PAT_BIRTH_DATE~1053~rmaMp~~~~~~~~~~~~~Patient`s Birth Date as submitted via EDT~~~~~~~~~~~Y2K_DATE~
EDT_ACCOUNT_NBR~1053~rmaMp~~0001~8~0001~8~~~~~~~~Patient`s Health Card Version Code as submitted via EDT~~~~~~~~~~~~
EDT_PAY_PROG~1053~rmaMp~~0001~3~0001~3~~~~~~~~Payment Program to which claim was submitted via EDT~~~~~~~~~~~~
EDT_PAYEE~1053~rmaMp~~0001~1~0001~1~~~~~~~~Payee to which claim was submitted via EDT~~~~~~~~~~~~
EFT_REFERRING_DOC_NBR~1053~rmaMp~~0013~6~0018~6~~~~~~~~6 digit referring doctor as submitted via EDT~~~~~~~~^^^^^^~~~~
EDT_FACILITY_NBR~1053~rmaMp~~0001~4~0001~4~~~~~~~~Facility Number as submitted via EDT~~~~~~~~~~~~
EDT_ADMIT_DATE~1053~rmaMp~~~~~~~~~~~~~Admit Date as submitted via EDT~~~~~~~~~~~Y2K_DATE~
EDT_LOCATION_CD~1053~rmaMp~~0001~4~0001~4~~~~~~~~Location Code as submitted via EDT~~~~~~~~~~~~
EDT_ERR_H_CD_1~1053~rmaMp~~0001~3~0001~3~~~~~~~~Claim Header error code #1 as submitted via EDT~~~~~~~~~~~~
EDT_ERR_H_CD_2~1053~rmaMp~~0001~3~0001~3~~~~~~~~Claim Header error code #2 as submitted via EDT~~~~~~~~~~~~
EDT_ERR_H_CD_3~1053~rmaMp~~0001~3~0001~3~~~~~~~~Claim Header error code #3 as submitted via EDT~~~~~~~~~~~~
EDT_ERR_H_CD_4~1053~rmaMp~~0001~3~0001~3~~~~~~~~Claim Header error code #4 as submitted via EDT~~~~~~~~~~~~
EDT_ERR_H_CD_5~1053~rmaMp~~0001~3~0001~3~~~~~~~~Claim Header error code #5 as submitted via EDT~~~~~~~~~~~~
KEY_DTL_SEQ_NBR~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
EDT_OMA_SERVICE_CD_AND_SUFFIX~1053~rmaMp~~0001~5~0001~5~~~~~~~~OHIP service Code + Suffix submitted via EDT~~~~~~~~~~~~
EDT_AMOUNT_SUBMITTED~1053~rmaMp~~0013~6~0018~6~~2~~~~~~Claim Detail Amount submitted for payment~~~~~~~~~~~~
EDT_NBR_SERV~1053~rmaMp~~0013~2~0018~2~~~~~~~~Claim Detail`s Number of Services as submitted via EDT~~~~~~~~~~~~
EDT_SERVICE_DATE~1053~rmaMp~~~~~~~~~~~~~Claim Detail`s Date of Service as submitted via EDT~~~~~~~~~~~Y2K_DATE~
EDT_DTL_DIAG_CD~1053~rmaMp~~0001~4~0001~4~~~~~~~~Claim Detail`s Diagnostic Code as submitted via EDT~~~~~~~~~~~~
EDT_DTL_ERR_EXPLAN_CD~1053~rmaMp~~0001~2~0001~2~~~~~~~~EDT Claim Detail`s EDT Error Explanation Code~~~~~~~~~~~~
EDT_DTL_ERR_CD_1~1053~rmaMp~~0001~3~0001~3~~~~~~~~EDT Claim Detail`s Error Code #1~~~~~~~~~~~~
EDT_DTL_ERR_CD_2~1053~rmaMp~~0001~3~0001~3~~~~~~~~EDT Claim Detail`s Error Code #2~~~~~~~~~~~~
EDT_DTL_ERR_CD_3~1053~rmaMp~~0001~3~0001~3~~~~~~~~EDT Claim Detail`s Error Code #3~~~~~~~~~~~~
EDT_DTL_ERR_CD_4~1053~rmaMp~~0001~3~0001~3~~~~~~~~EDT Claim Detail`s Error Code #4~~~~~~~~~~~~
EDT_DTL_ERR_CD_5~1053~rmaMp~~0001~3~0001~3~~~~~~~~EDT Claim Detail`s Error Code #5~~~~~~~~~~~~
EDT_DTL_ERR_8_EXPLAN_CD~1053~rmaMp~~0001~2~0001~2~~~~~~~~EDT Claim Detail`s EDT Error 8 Explanation Code~~~~~~~~~~~~
EDT_DTL_ERR_8_EXPLAN_DESC~1053~rmaMp~~0001~55~0001~55~~~~~~~~EDT Claim Detail`s EDT Error 8 Explanation~~~~~~~~~~~~
AUTO_ADJ_FLAG~1053~rmaMp~~0001~1~0001~1~~~~~~~~`Y`es indicates system automatically adjusted detail~~~~~~~~~~~~
LOGON_ID~1053~rmaMp~~0013~3~0018~3~~~~~~~~User`s logon id based upon Username entered at login time~~~~~~~~~~~~
LOGON_USERNAME~1053~rmaMp~~0001~20~0001~20~~~~~~~~User`s logon name entered at login time~~~~~~~~~~~~
BILLING_CLERK_INITIALS~1053~rmaMp~~0001~4~0001~4~~~0002~~~~~Initials of User~~~~~~~~~~~~
FULL_NAME~1053~rmaMp~~0001~40~0001~40~~~~~~~~Given/surname of User~~~~~~~~~~~~
BATCH_RECEIVED_DATE~1053~rmaMp~~~~~~~~~~~~date received~~~~~date received~~~~~~~Y2K_DATE~
NBR_CLAIMS_BATCHES~1053~rmaMp~~0013~2~0018~2~~~~~~~~number of claims in the match: 1-99~~~~~~~~~~~~
NBR_CLAIMS_QUERIED~1053~rmaMp~~0013~2~0018~2~~~~~~~~number of claims returned to doctor for correction~~~~~~~~~~~~
NBR_CLAIMS_UNPROCESSED~1053~rmaMp~~0013~2~0018~2~~~~~~~~number of claims not processed before Month End~~~~~~~~~~~~
FLAG_UNPROCESSED_BATCH~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~`Y`= batch could not be entered before start of Month End~~~~~~~~~~~~
DOC_CSPO~1053~rmaMp~~0001~5~0001~5~~~~~~~~~~~~~~~~~~~~
